epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,11921.1,0.99043,1.8481,1.09552,1.1982,0.7145,0.66944,0.69661,0.55292,0.69823,0.66649,0.67886,0.52919,1.23244,2.23686,1.34019,1.3756,0.00239766,0.00239766,0.00239766
70,12091.2,0.97792,1.83712,1.08573,1.18779,0.72475,0.67388,0.70224,0.55149,0.71827,0.66855,0.68825,0.53277,1.23359,2.22001,1.32314,1.38495,0.00226769,0.00226769,0.00226769
71,12262.4,0.97428,1.83348,1.0819,1.19365,0.70698,0.68786,0.70114,0.55062,0.68311,0.70291,0.68719,0.53157,1.23204,2.20296,1.31319,1.38066,0.00214046,0.00214046,0.00214046
72,12435.5,0.97292,1.82633,1.07976,1.19254,0.73491,0.66057,0.69397,0.5513,0.72006,0.65765,0.67841,0.52845,1.2213,2.19269,1.31166,1.36863,0.00201611,0.00201611,0.00201611
73,12605.5,0.96245,1.80725,1.06286,1.1829,0.71404,0.68836,0.70553,0.55327,0.70448,0.67798,0.68671,0.53324,1.21946,2.22304,1.31286,1.37061,0.00189475,0.00189475,0.00189475
74,12775.2,0.96874,1.81544,1.05334,1.18408,0.71853,0.68667,0.70654,0.55872,0.70538,0.67945,0.68776,0.53366,1.19556,2.19387,1.28284,1.34589,0.00177651,0.00177651,0.00177651
75,12948.7,0.95778,1.79017,1.04325,1.17444,0.72472,0.68079,0.70587,0.55576,0.72632,0.67071,0.69129,0.53262,1.20601,2.18621,1.30269,1.35761,0.00166149,0.00166149,0.00166149
76,13122.3,0.96196,1.81285,1.03966,1.17565,0.73771,0.68092,0.71442,0.55743,0.72892,0.67654,0.6971,0.5347,1.20937,2.18178,1.29358,1.36723,0.00154982,0.00154982,0.00154982
77,13295.8,0.95876,1.78824,1.03544,1.17711,0.74327,0.67622,0.7075,0.55314,0.73477,0.66963,0.68848,0.53195,1.21561,2.1767,1.29437,1.36471,0.00144161,0.00144161,0.00144161
78,13467.1,0.95292,1.76802,1.02808,1.16963,0.71629,0.68966,0.70811,0.55432,0.71529,0.67778,0.69124,0.53024,1.21552,2.18111,1.30236,1.36488,0.00133695,0.00133695,0.00133695
79,13639.2,0.95012,1.79491,1.02262,1.16492,0.73208,0.6904,0.70916,0.55624,0.72615,0.66964,0.6878,0.53348,1.22304,2.19015,1.31037,1.37062,0.00123596,0.00123596,0.00123596
80,13804.2,0.95197,1.7804,1.01931,1.17019,0.72125,0.69076,0.70774,0.55913,0.71413,0.6811,0.69235,0.5354,1.22167,2.17182,1.29886,1.37162,0.00113873,0.00113873,0.00113873
81,13960.4,0.93688,1.67975,0.95448,1.17595,0.71092,0.6973,0.69996,0.54591,0.70597,0.68718,0.68452,0.52321,1.22496,2.20863,1.31978,1.37887,0.00104537,0.00104537,0.00104537
82,14117,0.9288,1.64689,0.92761,1.1735,0.72404,0.68191,0.70146,0.54793,0.70817,0.67573,0.684,0.52558,1.2243,2.21635,1.32556,1.38068,0.000955951,0.000955951,0.000955951
83,14273.1,0.91544,1.62888,0.90263,1.16733,0.75631,0.66885,0.71064,0.5547,0.71605,0.68204,0.68959,0.53007,1.22083,2.22145,1.32227,1.37783,0.000870577,0.000870577,0.000870577
84,14429.3,0.903,1.61767,0.87784,1.1672,0.76355,0.66201,0.71024,0.55427,0.74929,0.6543,0.68958,0.5313,1.22069,2.21457,1.32018,1.37737,0.000789327,0.000789327,0.000789327
85,14585.8,0.91103,1.6067,0.88025,1.16279,0.72146,0.69887,0.71056,0.55735,0.70735,0.68883,0.6903,0.53164,1.22106,2.22771,1.2989,1.37122,0.000712282,0.000712282,0.000712282
86,14742,0.90663,1.61082,0.88351,1.15957,0.7188,0.70339,0.71224,0.55885,0.71567,0.69189,0.69437,0.53447,1.21387,2.22173,1.28839,1.36987,0.000639518,0.000639518,0.000639518
87,14898.5,0.88927,1.60629,0.86097,1.14853,0.72472,0.67791,0.70627,0.55695,0.7182,0.67312,0.6911,0.53339,1.22217,2.2288,1.2976,1.37632,0.000571106,0.000571106,0.000571106
88,15054.7,0.8927,1.58096,0.86346,1.15741,0.76269,0.66892,0.71331,0.55952,0.75368,0.66028,0.69318,0.53622,1.21677,2.2321,1.28588,1.37305,0.000507115,0.000507115,0.000507115
89,15211,0.88895,1.57421,0.86135,1.1443,0.71983,0.69863,0.70871,0.55983,0.71565,0.68332,0.6922,0.53387,1.21449,2.22375,1.30068,1.37074,0.000447606,0.000447606,0.000447606
90,15367.5,0.88017,1.59058,0.84882,1.1421,0.73603,0.68589,0.71539,0.56102,0.7253,0.67573,0.69453,0.53612,1.21614,2.23144,1.30621,1.37637,0.00039264,0.00039264,0.00039264
91,15530.4,0.86899,1.57195,0.84091,1.13685,0.73114,0.70261,0.71659,0.56431,0.72021,0.69175,0.69622,0.53824,1.21994,2.22342,1.3019,1.38155,0.00034227,0.00034227,0.00034227
92,15694.3,0.87343,1.57988,0.83634,1.13266,0.72571,0.69781,0.71514,0.56268,0.71299,0.686,0.6944,0.53691,1.21571,2.21719,1.29571,1.37182,0.000296546,0.000296546,0.000296546
93,15858.4,0.87084,1.56054,0.83192,1.13584,0.74013,0.68567,0.71415,0.56329,0.71712,0.6891,0.69707,0.53928,1.21084,2.21045,1.27733,1.36767,0.000255513,0.000255513,0.000255513
94,16022.4,0.87669,1.57304,0.83373,1.13917,0.72722,0.70125,0.71411,0.56607,0.71791,0.68816,0.69633,0.53788,1.21393,2.21185,1.29012,1.37302,0.000219212,0.000219212,0.000219212
95,16188.8,0.87094,1.56506,0.83669,1.1373,0.72835,0.70073,0.71817,0.56337,0.72771,0.68315,0.69751,0.539,1.21383,2.21585,1.28764,1.37294,0.000187678,0.000187678,0.000187678
96,16353.3,0.85008,1.54035,0.80461,1.12004,0.7309,0.68957,0.71583,0.56617,0.7269,0.677,0.699,0.53945,1.21406,2.21427,1.2808,1.37447,0.000160943,0.000160943,0.000160943
97,16516.7,0.86658,1.56233,0.83093,1.13535,0.73281,0.69653,0.7203,0.56753,0.73904,0.68138,0.7026,0.54117,1.21763,2.21768,1.27604,1.37549,0.000139032,0.000139032,0.000139032
98,16681.6,0.86808,1.55351,0.82904,1.13417,0.72832,0.69892,0.71886,0.56622,0.7282,0.68396,0.69999,0.53988,1.21669,2.22614,1.28304,1.3771,0.000121968,0.000121968,0.000121968
99,16846.7,0.86526,1.54779,0.81711,1.12889,0.73135,0.69613,0.71773,0.56495,0.72325,0.68459,0.69768,0.53827,1.21699,2.22974,1.29109,1.37701,0.000109768,0.000109768,0.000109768
100,17012.3,0.86796,1.54608,0.8161,1.12601,0.72538,0.69821,0.71495,0.56547,0.72053,0.68775,0.6981,0.5397,1.21288,2.22408,1.28729,1.37221,0.000102443,0.000102443,0.000102443
